,pmid,author,year,title,journal,citedByNof1000
3311,29891732,Aleyasin,2019,Cell-Type-Specific Role of ΔFosB in Nucleus Accumbens In Modulating Intermale Aggression.,The Journal of neuroscience : the official journal of the Society for Neuroscience,2.0
3310,30323276,Venniro,2019,Volitional social interaction prevents drug addiction in rat models.,Nature neuroscience,2.0
3309,30746430,Yamaguchi,None,Functions of medial hypothalamic and mesolimbic dopamine circuitries in aggression.,Current opinion in behavioral sciences,2.0
4234,17519508,Hu,2007,Cocaine withdrawal and neuro-adaptations in ion channel function.,Molecular neurobiology,2.0
4235,15710239,Perrine,2005,Behavioral sensitization to binge-pattern cocaine administration is not associated with changes in protein levels of four major G-proteins.,Brain research. Molecular brain research,2.0
3307,2998561,Gessa,1986,Low doses of ethanol activate dopaminergic neurons in the ventral tegmental area.,Brain research,2.0
3306,11505038,Vivian,2001,Induction and maintenance of ethanol self-administration in cynomolgus monkeys (Macaca fascicularis): long-term characterization of sex and individual differences.,"Alcoholism, clinical and experimental research",2.0
3485,27766766,Laguesse,2018,Region specific activation of the AKT and mTORC1 pathway in response to excessive alcohol intake in rodents.,Addiction biology,2.0
3526,9725113,Vuchinich,1998,Hyperbolic temporal discounting in social drinkers and problem drinkers.,Experimental and clinical psychopharmacology,2.0
4674,20043979,Yoon,2010,Acupuncture suppresses morphine self-administration through the GABA receptors.,Brain research bulletin,2.0
3879,23998664,Juraska,2014,Sexual differentiation of the adolescent rodent brain: hormonal influences and developmental mechanisms.,Hormones and behavior,2.0
4526,1891073,Sarnyai,1991,Selective attenuation of cocaine-induced stereotyped behaviour by oxytocin: putative role of basal forebrain target sites.,Neuropeptides,2.0
4429,1327296,Veznedaroglu,1992,Elimination of artifactual labeling of hippocampal mossy fibers seen following pre-embedding immunogold-silver technique by pretreatment with zinc chelator.,Microscopy research and technique,2.0
4430,30254300,Kopec,2019,Microglial dopamine receptor elimination defines sex-specific nucleus accumbens development and social behavior in adolescent rats.,Nature communications,2.0
3727,13679417,Ravel,2003,Responses of tonically active neurons in the monkey striatum discriminate between motivationally opposing stimuli.,The Journal of neuroscience : the official journal of the Society for Neuroscience,2.0
4525,3872788,Ermisch,1985,"On the blood-brain barrier to peptides: accumulation of labelled vasopressin, DesGlyNH2-vasopressin and oxytocin by brain regions.",Endocrinologia experimentalis,2.0
3729,6589643,Kimura,1984,Tonically discharging putamen neurons exhibit set-dependent responses.,Proceedings of the National Academy of Sciences of the United States of America,2.0
3903,19046951,Rogge,2009,Regulation of CART peptide expression by CREB in the rat nucleus accumbens in vivo.,Brain research,2.0
4431,28210782,Crews,2017,Toll-like receptor signaling and stages of addiction.,Psychopharmacology,2.0
3901,22975438,Job,2013,Intra-accumbal administration of shRNAs against CART peptides cause increases in body weight and cocaine-induced locomotor activity in rats.,Brain research,2.0
4524,10663435,Lynch,2000,Reinstatement of cocaine self-administration in rats: sex differences.,Psychopharmacology,2.0
4523,18636098,Rossoni,2008,Emergent synchronous bursting of oxytocin neuronal network.,PLoS computational biology,2.0
3732,24133208,Tukey,2014,Ca2+-permeable AMPA (α-amino-3-hydroxy-5-methyl-4-isoxazolepropionic acid) receptors and dopamine D1 receptors regulate GluA1 trafficking in striatal neurons.,The Journal of biological chemistry,2.0
4522,20731630,Carson,2011,Systemically administered oxytocin decreases methamphetamine activation of the subthalamic nucleus and accumbens core and stimulates oxytocinergic neurons in the hypothalamus.,Addiction biology,2.0
4432,27558646,Miyamoto,2018,Microglia contact induces synapse formation in developing somatosensory cortex.,Nature communications,2.0
3900,23705073,Job,None,Intraperitoneal Administration of CART 55-102 Inhibits Psychostimulant-Induced Locomotion.,Journal of drug and alcohol research,2.0
4527,467364,Landgraf,1979,Indications for a brain uptake of labelled vasopressin and ocytocin and the problem of the blood-brain barrier.,Endokrinologie,2.0
4528,26860188,Liao,2016,Cocaine-mediated induction of microglial activation involves the ER stress-TLR2 axis.,Journal of neuroinflammation,2.0
3905,17655660,De Luca,2007,Caffeine and accumbens shell dopamine.,Journal of neurochemistry,2.0
4533,15662013,Wisløff,2005,Cardiovascular risk factors emerge after artificial selection for low aerobic capacity.,"Science (New York, N.Y.)",2.0
3716,25359491,Garbusow,2015,Pavlovian-to-instrumental transfer in alcohol dependence: a pilot study.,Neuropsychobiology,2.0
4537,22094880,Söderpalm,2012,Neurocircuitry involved in the development of alcohol addiction: the dopamine system and its access points.,Current topics in behavioral neurosciences,2.0
4536,10436070,Gear,1999,Pain-induced analgesia mediated by mesolimbic reward circuits.,The Journal of neuroscience : the official journal of the Society for Neuroscience,2.0
4426,3385647,Near,1988,Comparison of uptake of dopamine in rat striatal chopped tissue and synaptosomes.,The Journal of pharmacology and experimental therapeutics,2.0
3717,25292280,Hogarth,2016,Plain cigarette packs do not exert Pavlovian to instrumental transfer of control over tobacco-seeking.,"Addiction (Abingdon, England)",2.0
4534,23785130,Becerra,2014,Analogous responses in the nucleus accumbens and cingulate cortex to pain onset (aversion) and offset (relief) in rats and humans.,Journal of neurophysiology,2.0
4532,20156488,Mathes,2010,Dopaminergic dysregulation in mice selectively bred for excessive exercise or obesity.,Behavioural brain research,2.0
4529,19486648,Bland,2009,The glial activation inhibitor AV411 reduces morphine-induced nucleus accumbens dopamine release.,"Brain, behavior, and immunity",2.0
4531,20350549,Novak,2010,"Spontaneous activity, economy of activity, and resistance to diet-induced obesity in rats bred for high intrinsic aerobic capacity.",Hormones and behavior,2.0
4530,24842004,Monroe,2015,Striatal enkephalinergic differences in rats selectively bred for intrinsic running capacity.,Brain research,2.0
3719,24732090,Martinovic,2015,Electrophysiological responses to alcohol cues are not associated with Pavlovian-to-instrumental transfer in social drinkers.,PloS one,2.0
4427,2839666,Werling,1988,Kappa receptor regulation of dopamine release from striatum and cortex of rats and guinea pigs.,The Journal of pharmacology and experimental therapeutics,2.0
4428,18971464,Moss,2008,A dopaminergic axon lattice in the striatum and its relationship with cortical and thalamic terminals.,The Journal of neuroscience : the official journal of the Society for Neuroscience,2.0
3722,20371269,Inokawa,2010,Juxtacellular labeling of tonically active neurons and phasically active neurons in the rat striatum.,Neuroscience,2.0
3899,23819981,Job,2014,The inhibition of cocaine-induced locomotor activity by CART 55-102 is lost after repeated cocaine administration.,Neuroscience letters,2.0
3736,21425350,Peng,2012,Effects of food restriction and sucrose intake on synaptic delivery of AMPA receptors in nucleus accumbens.,"Synapse (New York, N.Y.)",2.0
3898,24630272,Job,2014,Cocaine-and-Amphetamine Regulated Transcript (CART) peptide attenuates dopamine- and cocaine-mediated locomotor activity in both male and female rats: lack of sex differences.,Neuropeptides,2.0
3749,16129462,Di Chiara,2005,Dopamine in disturbances of food and drug motivated behavior: a case of homology?,Physiology & behavior,2.0
3745,17612580,Wojnicki,2008,"Liquid sucrose bingeing in rats depends on the access schedule, concentration and delivery system.",Physiology & behavior,2.0
3746,17325683,la Fleur,2007,A reciprocal interaction between food-motivated behavior and diet-induced obesity.,International journal of obesity (2005),2.0
3885,10407134,Brown,1999,The preoptic area/anterior hypothalamus of different strains of mice: sex differences and development.,Brain research. Developmental brain research,2.0
3747,17237803,Derkach,2007,Regulatory mechanisms of AMPA receptors in synaptic plasticity.,Nature reviews. Neuroscience,2.0
4516,27546878,Baracz,2017,The neurocircuitry involved in oxytocin modulation of methamphetamine addiction.,Frontiers in neuroendocrinology,2.0
3748,16931756,Whitlock,2006,Learning induces long-term potentiation in the hippocampus.,"Science (New York, N.Y.)",2.0
3884,11099771,Albertin,2001,"Lesions of the medial shell of the nucleus accumbens impair rats in finding larger rewards, but spare reward-seeking behavior.",Behavioural brain research,2.0
3886,656937,Gorski,1978,Evidence for a morphological sex difference within the medial preoptic area of the rat brain.,Brain research,2.0
3750,15857708,Haberny,2005,Food restriction increases NMDA receptor-mediated calcium-calmodulin kinase II and NMDA receptor/extracellular signal-regulated kinase 1/2-mediated cyclic amp response element-binding protein phosphorylation in nucleus accumbens upon D-1 dopamine receptor stimulation in rats.,Neuroscience,2.0
3751,15051167,Haberny,2004,Chronic food restriction increases D-1 dopamine receptor agonist-induced phosphorylation of extracellular signal-regulated kinase 1/2 and cyclic AMP response element-binding protein in caudate-putamen and nucleus accumbens.,Neuroscience,2.0
4439,2767197,Hendry,1989,Two classes of cortical GABA neurons defined by differential calcium binding protein immunoreactivities.,Experimental brain research,2.0
3881,23881046,Campi,2014,Sexual Dimorphism in the Brain of the Monogamous California Mouse (Peromyscus californicus).,"Brain, behavior and evolution",2.0
4515,27603752,Lee,2018,Oxytocin for the treatment of drug and alcohol use disorders.,Behavioural pharmacology,2.0
3753,14596845,Avena,2004,A diet promoting sugar dependency causes behavioral cross-sensitization to a low dose of amphetamine.,Neuroscience,2.0
4438,22544312,Pan,2012,Calbindin controls release probability in ventral tegmental area dopamine neurons.,Nature neuroscience,2.0
3887,24224855,Jonsson,2014,Modest long-term ethanol consumption affects expression of neurotransmitter receptor genes in the rat nucleus accumbens.,"Alcoholism, clinical and experimental research",2.0
4519,23564179,McRae-Clark,2014,Effect of oxytocin on craving and stress response in marijuana-dependent individuals: a pilot study.,Psychopharmacology,2.0
4436,22474354,Wang,2012,Morphine activates neuroinflammation in a manner parallel to endotoxin.,Proceedings of the National Academy of Sciences of the United States of America,2.0
3897,25054079,Malave,None,Caffeine's Attenuation of Cocaine-Induced Dopamine Release by Inhibition of Adenosine.,Journal of caffeine research,2.0
4434,27091967,Ma,2016,Re-silencing of silent synapses unmasks anti-relapse effects of environmental enrichment.,Proceedings of the National Academy of Sciences of the United States of America,2.0
3896,25820086,Cho,2016,Increase in cocaine- and amphetamine-regulated transcript (CART) in specific areas of the mouse brain by acute caffeine administration.,Neuropeptides,2.0
3895,8430892,Davis,1993,Food deprivation- and palatability-induced microstructural changes in ingestive behavior.,The American journal of physiology,2.0
4435,25568287,Yang,2016,Regional differences in brain-derived neurotrophic factor levels and dendritic spine density confer resilience to inescapable stress.,The international journal of neuropsychopharmacology,2.0
3894,9040115,Herz,1997,Endogenous opioid systems and alcohol addiction.,Psychopharmacology,2.0
3892,12719962,Nie,2003,Comparison of reinstatement of ethanol- and sucrose-seeking by conditioned stimuli and priming injections of allopregnanolone after extinction in rats.,Psychopharmacology,2.0
3888,21262268,Guy,2011,Nucleus accumbens dopamine and mu-opioid receptors modulate the reinstatement of food-seeking behavior by food-associated cues.,Behavioural brain research,2.0
